id,category_id,category,question
845,6,Rules & Sport,What is the protocol for reporting an injury during the competition?
846,6,Rules & Sport,Can spectators participate in the opening or closing ceremonies?
847,6,Rules & Sport,How do athletes get informed of their qualification status?
848,6,Rules & Sport,Are there any special rules for spectators who are minors?
849,6,Rules & Sport,Can spectators request to meet Olympic athletes?
850,6,Rules & Sport,What is the process for resolving a dispute between spectators and officials?
851,6,Rules & Sport,Are there any specific rules for spectators with medical conditions?
852,6,Rules & Sport,How do athletes receive their Olympic medals?
853,6,Rules & Sport,Can spectators get an autograph from an Olympic athlete?
854,6,Rules & Sport,Is there an official Olympic app for spectators to stay updated?
855,6,Rules & Sport,What is the protocol for reporting a lost or stolen item during the competition?
856,6,Rules & Sport,Can spectators request to take part in a pre-game ceremony?
857,6,Rules & Sport,How do athletes receive their Olympic credentials?
858,6,Rules & Sport,Are there any specific rules for spectators who are deaf or hard of hearing?
859,6,Rules & Sport,Can spectators get an Olympic flag or banner signed by an athlete?
860,6,Rules & Sport,What is the process for requesting special accommodations for spectators with disabilities?
861,6,Rules & Sport,Are there any specific rules for spectators who have a medical condition requiring oxygen therapy?
862,6,Rules & Sport,How do athletes get informed about their travel arrangements to the Olympics?
863,6,Rules & Sport,Can spectators request to be part of the Olympic torch relay?
864,6,Rules & Sport,Is there an official Olympic social media account for spectators to interact?
865,6,Rules & Sport,What is the protocol for reporting a lost child during the competition?
866,6,Rules & Sport,Can spectators participate in an Olympic fan engagement program?
867,6,Rules & Sport,How do athletes get informed about their accommodation arrangements at the Olympics?
868,6,Rules & Sport,Are there any specific rules for spectators who have a medical condition requiring medication?
869,6,Rules & Sport,Can spectators request to meet with an Olympic committee member?
870,6,Rules & Sport,What is the process for resolving a dispute between two or more spectators?
871,6,Rules & Sport,Are there any specific rules for spectators who are blind or have low vision?
872,6,Rules & Sport,How do athletes get informed about their participation in the closing ceremony?
873,6,Rules & Sport,Can spectators participate in an Olympic trivia game show?
874,6,Rules & Sport,Is there an official Olympic podcast for spectators to stay updated?
875,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics?
876,6,Rules & Sport,What is the current world record for the 100m dash?
877,6,Rules & Sport,How do athletes break or equal a world record at the Olympics?
878,6,Rules & Sport,Are there any records for Olympic medal counts by country?
879,6,Rules & Sport,Can spectators see live updates of Olympic records being set?
880,6,Rules & Sport,Who holds the record for the most consecutive Olympic appearances?
881,6,Rules & Sport,What is the process for verifying an Olympic record?
882,6,Rules & Sport,Are there any records for Olympic medals won by women?
883,6,Rules & Sport,How do athletes get notified if they have broken a world record?
884,6,Rules & Sport,Is there an official Olympic hall of fame for athletes with exceptional records?
885,6,Rules & Sport,Who holds the record for the most gold medals won in a single sport (e
886,6,Rules & Sport,What is the current record for the longest time taken to complete an Olympic event?
887,6,Rules & Sport,How do athletes qualify for the Olympics if they have broken a world record?
888,6,Rules & Sport,Are there any records for Olympic medal counts by age group?
889,6,Rules & Sport,Can spectators see a list of all-time Olympic records?
890,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing in multiple events?
891,6,Rules & Sport,What is the process for appealing an Olympic record decision?
892,6,Rules & Sport,Are there any records for Olympic medals won by athletes with disabilities?
893,6,Rules & Sport,How do athletes get informed about their ranking in the Olympic standings?
894,6,Rules & Sport,Is there an official Olympic database of all-time Olympic records?
895,6,Rules & Sport,Who holds the record for the most consecutive Olympic medals won in a single sport (e
896,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event?
897,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Olympics?
898,6,Rules & Sport,Are there any records for Olympic medal counts by country and region?
899,6,Rules & Sport,Can spectators see live updates of Olympic records being challenged?
900,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team?
901,6,Rules & Sport,What is the process for verifying an Olympic record that has been disputed?
902,6,Rules & Sport,Are there any records for Olympic medal counts by sport (e
903,6,Rules & Sport,How do athletes get informed about their eligibility to compete in the Olympics based on their world record status?
904,6,Rules & Sport,Is there an official Olympic website featuring all-time Olympic records?
905,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team?
906,6,Rules & Sport,What is the current record for the longest time taken to complete an Olympic event by a woman?
907,6,Rules & Sport,How do athletes get notified if they have broken a world record while competing at the Paralympics?
908,6,Rules & Sport,Are there any records for Olympic medal counts by age group and sport (e
909,6,Rules & Sport,Can spectators see live updates of Olympic records being set in real-time?
910,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking a world record?
911,6,Rules & Sport,What is the process for appealing an Olympic record decision that has been made at the Paralympics?
912,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, and sport (e"
913,6,Rules & Sport,How do athletes get informed about their ranking in the Olympic standings based on their world record status?
914,6,Rules & Sport,Is there an official Olympic app featuring all-time Olympic records?
915,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team and breaking multiple world records?
916,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event by a man?
917,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Paralympics?
918,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, and sport (e"
919,6,Rules & Sport,Can spectators see live updates of Olympic records being challenged in real-time?
920,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
921,6,Rules & Sport,What is the process for verifying an Olympic record that has been disputed at the Paralympics?
922,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event (e"
923,6,Rules & Sport,How do athletes get informed about their eligibility to compete in the Olympics based on their world record status and personal best performance?
924,6,Rules & Sport,Is there an official Olympic website featuring all-time Olympic records and real-time updates?
925,6,Rules & Sport,What is the current world record for the highest score achieved in a single Olympic event (e
926,6,Rules & Sport,How do athletes break or equal a world record in terms of their score at the Olympics?
927,6,Rules & Sport,Are there any records for Olympic medal counts by country based on total scores?
928,6,Rules & Sport,Can spectators see live updates of Olympic scores being set and challenged?
929,6,Rules & Sport,What is the process for verifying an Olympic score that has been disputed?
930,6,Rules & Sport,How do athletes get notified if they have broken a world record in terms of their score at the Paralympics?
931,6,Rules & Sport,Are there any records for Olympic medal counts by age group based on total scores?
932,6,Rules & Sport,Can spectators see a list of all-time Olympic high scores?
933,6,Rules & Sport,What is the current record for the highest average score achieved over multiple Olympic events (e
934,6,Rules & Sport,How do athletes get informed about their ranking in the Olympic standings based on their score?
935,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, and sport based on total scores?"
936,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
937,6,Rules & Sport,What is the process for appealing an Olympic score decision that has been made at the Paralympics?
938,6,Rules & Sport,"Are there any records for Olympic medal counts by age group, sport, and event based on total scores?"
939,6,Rules & Sport,Can spectators see live updates of Olympic scores being set and challenged in real-time?
940,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
941,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event by a woman?
942,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Olympics?
943,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
944,6,Rules & Sport,Can spectators see live updates of Olympic scores being challenged in real-time?
945,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
946,6,Rules & Sport,What is the process for verifying an Olympic score that has been disputed at the Paralympics?
947,6,Rules & Sport,How do athletes get informed about their eligibility to compete in the Olympics based on their world record status and personal best performance?
948,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
949,6,Rules & Sport,Can spectators see live updates of Olympic scores being set and challenged in real-time?
950,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
951,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event by a man?
952,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Paralympics?
953,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
954,6,Rules & Sport,Can spectators see live updates of Olympic scores being challenged in real-time?
955,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
956,6,Rules & Sport,What is the process for appealing an Olympic score decision that has been made at the Paralympics?
957,6,Rules & Sport,How do athletes get informed about their ranking in the Olympic standings based on their score?
958,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
959,6,Rules & Sport,Can spectators see live updates of Olympic scores being set and challenged in real-time?
960,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
961,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event by a woman?
962,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Olympics?
963,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
964,6,Rules & Sport,Can spectators see live updates of Olympic scores being challenged in real-time?
965,6,Rules & Sport,Who holds the record for the most gold medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
966,6,Rules & Sport,What is the process for verifying an Olympic score that has been disputed at the Paralympics?
967,6,Rules & Sport,How do athletes get informed about their eligibility to compete in the Olympics based on their world record status and personal best performance?
968,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
969,6,Rules & Sport,Can spectators see live updates of Olympic scores being set and challenged in real-time?
970,6,Rules & Sport,Who holds the record for the most medals won in a single Olympics while competing as part of a team and breaking multiple world records and setting a new personal best?
971,6,Rules & Sport,What is the current record for the highest score achieved in an Olympic event by a man?
972,6,Rules & Sport,How do athletes get notified if they have set a new personal best at the Paralympics?
973,6,Rules & Sport,"Are there any records for Olympic medal counts by country, region, age group, sport, and event based on total scores?"
974,6,Rules & Sport,Can spectators see live updates of Olympic scores being challenged in real-time?
975,7,Food & Drink,What food options are available at the Olympic games?
976,7,Food & Drink,Can I eat my own food in the stadium?
977,7,Food & Drink,Where is the nearest restaurant to the venue?
978,7,Food & Drink,Are there any vegan food options at the Olympic village?
979,7,Food & Drink,Can I bring a picnic lunch to the event?
980,7,Food & Drink,Is there a cafeteria near the entrance of the stadium?
981,7,Food & Drink,What kind of drinks are available for purchase?
982,7,Food & Drink,Do you have gluten-free snacks available?
983,7,Food & Drink,Where can I find a snack bar with healthy options?
984,7,Food & Drink,Can I get food delivered to my seat in the stands?
985,7,Food & Drink,Are there any restaurants that offer breakfast options?
986,7,Food & Drink,Can I buy a bottle of water at the concession stand?
987,7,Food & Drink,Is there a food truck near the entrance of the venue?
988,7,Food & Drink,Do you have any special dietary options for athletes?
989,7,Food & Drink,Where is the nearest convenience store to grab a snack?
990,7,Food & Drink,Can I bring my own beverages into the stadium?
991,7,Food & Drink,Are there any restaurants that offer international cuisine?
992,7,Food & Drink,What types of meals are available at the Olympic village cafeteria?
993,7,Food & Drink,Can I get a refund if I don't like my food purchase?
994,7,Food & Drink,Do you have any options for food allergies?
995,7,Food & Drink,Where is the nearest coffee shop to grab a cup of coffee?
996,7,Food & Drink,Are there any restaurants that offer take-out options?
997,7,Food & Drink,What kind of snacks are available at the concession stand?
998,7,Food & Drink,Can I bring my own snacks into the stadium?
999,7,Food & Drink,Is there a food court near the entrance of the venue?
1000,7,Food & Drink,Do you have any options for food intolerance?
1001,7,Food & Drink,Where is the nearest sandwich shop to grab a meal?
1002,7,Food & Drink,Can I get a discount on food purchases if I buy in bulk?
1003,7,Food & Drink,Are there any restaurants that offer kid-friendly options?
1004,7,Food & Drink,What kind of drinks are available at the Olympic village?
1005,7,Food & Drink,Is there a food bank near the venue for those in need?
1006,7,Food & Drink,Do you have any options for food delivery services?
1007,7,Food & Drink,Can I bring my own beverages into the Olympic village?
1008,7,Food & Drink,Are there any restaurants that offer late-night options?
1009,7,Food & Drink,What kind of snacks are available at the snack bar?
1010,7,Food & Drink,Do you have any options for food donation programs?
1011,7,Food & Drink,Where is the nearest juice bar to grab a drink?
1012,7,Food & Drink,Can I get a refund on a gift card if it's not used?
1013,7,Food & Drink,Are there any restaurants that offer meal deals?
1014,7,Food & Drink,What kind of drinks are available at the concession stand?
1015,7,Food & Drink,Is there a food festival near the venue with international cuisine?
1016,7,Food & Drink,Do you have any options for food catering services?
1017,7,Food & Drink,Can I bring my own snacks into the Olympic village?
1018,7,Food & Drink,Where is the nearest bagel shop to grab a snack?
1019,7,Food & Drink,Are there any restaurants that offer breakfast buffet options?
1020,7,Food & Drink,Do you have any options for food sponsorship programs?
1021,7,Food & Drink,What kind of meals are available at the Olympic village cafeteria?
1022,7,Food & Drink,Can I get a discount on food purchases if I buy online in advance?
1023,7,Food & Drink,Where is the nearest smoothie shop to grab a drink?
1024,7,Food & Drink,Are there any restaurants that offer special dietary options for events?
1025,7,Food & Drink,Where can I find something to eat during the Olympic games?
1026,7,Food & Drink,Are there any food options available near the stadium?
1027,7,Food & Drink,Can I bring my own food into the venue?
1028,7,Food & Drink,What types of food are available at the concession stand?
1029,7,Food & Drink,Are there any restaurants that offer kid-friendly options?
1030,7,Food & Drink,Can I get a refund on my food purchase if it's not to my liking?
1031,7,Food & Drink,Where is the nearest place to grab a snack during the event?
1032,7,Food & Drink,Do you have any special dietary options for athletes?
1033,7,Food & Drink,What kinds of meals are available at the Olympic village cafeteria?
1034,7,Food & Drink,Are there any restaurants that offer late-night options?
1035,7,Food & Drink,Can I get food delivered to my seat in the stands?
1036,7,Food & Drink,Where is the nearest place to buy a bottle of water?
1037,7,Food & Drink,Do you have any options for food donation programs?
1038,7,Food & Drink,What kinds of snacks are available at the snack bar?
1039,7,Food & Drink,Are there any restaurants that offer international cuisine?
1040,7,Food & Drink,Can I bring my own beverages into the Olympic village?
1041,7,Food & Drink,Where is the nearest coffee shop to grab a cup of coffee?
1042,7,Food & Drink,Do you have any special dietary options for events?
1043,7,Food & Drink,What kinds of meals are available at the concession stand?
1044,7,Food & Drink,Are there any restaurants that offer take-out options?
1045,7,Food & Drink,Can I get a refund if I don't like my food purchase?
1046,7,Food & Drink,Where is the nearest place to buy a snack?
1047,7,Food & Drink,Do you have any options for food sponsorship programs?
1048,7,Food & Drink,What kinds of drinks are available at the Olympic village?
1049,7,Food & Drink,Are there any restaurants that offer kid-friendly options?
1050,7,Food & Drink,Can I bring my own snacks into the stadium?
1051,7,Food & Drink,Where is the nearest place to grab a meal during the event?
1052,7,Food & Drink,Do you have any special dietary options for athletes?
1053,7,Food & Drink,What kinds of meals are available at the Olympic village cafeteria?
1054,7,Food & Drink,Are there any restaurants that offer breakfast buffet options?
1055,7,Food & Drink,Can I get food delivered to my seat in the stands?
1056,7,Food & Drink,Where is the nearest place to buy a bottle of water?
1057,7,Food & Drink,Do you have any options for food donation programs?
1058,7,Food & Drink,What kinds of snacks are available at the snack bar?
1059,7,Food & Drink,Are there any restaurants that offer international cuisine?
1060,7,Food & Drink,Can I bring my own beverages into the Olympic village?
1061,7,Food & Drink,Where is the nearest coffee shop to grab a cup of coffee?
1062,7,Food & Drink,Do you have any special dietary options for events?
1063,7,Food & Drink,What kinds of meals are available at the concession stand?
1064,7,Food & Drink,Are there any restaurants that offer take-out options?
1065,7,Food & Drink,Can I get a refund if I don't like my food purchase?
1066,7,Food & Drink,Where is the nearest place to buy a snack?
1067,7,Food & Drink,Do you have any options for food sponsorship programs?
1068,7,Food & Drink,What kinds of drinks are available at the Olympic village?
1069,7,Food & Drink,Are there any restaurants that offer kid-friendly options?
1070,7,Food & Drink,Can I bring my own snacks into the stadium?
1071,7,Food & Drink,Where is the nearest place to grab a meal during the event?
1072,7,Food & Drink,Do you have any special dietary options for athletes?
1073,7,Food & Drink,What kinds of meals are available at the Olympic village cafeteria?
1074,7,Food & Drink,Are there any restaurants that offer breakfast buffet options?
1075,7,Food & Drink,"Are food service locations (food court, concession stands) open during the event?"
1076,7,Food & Drink,Can I pay with cash or card at the food service locations?
1077,7,Food & Drink,"What types of meal times are available (lunch, dinner)?"
1078,7,Food & Drink,Is there a specific area for food donations?
1079,7,Food & Drink,"Do you have any options for special dietary specifications (vegetarian, halal, gluten-free)?"
1080,7,Food & Drink,Are there any restrictions on bringing your own food into the venue?
1081,7,Food & Drink,Can I get a refund if my food purchase doesn't meet my expectations?
1082,7,Food & Drink,What types of payment methods are accepted at the concession stand?
1083,7,Food & Drink,Is there a designated area for food trucks to park?
1084,7,Food & Drink,"Do you have any options for meal times (breakfast, lunch, dinner)?"
1085,7,Food & Drink,Are there any restrictions on eating inside the venue?
1086,7,Food & Drink,Can I get a refund if my food purchase is not available in time?
1087,7,Food & Drink,What types of food service locations are available near the entrance of the stadium?
1088,7,Food & Drink,Is there a specific area for food sponsorship programs?
1089,7,Food & Drink,"Do you have any options for special dietary specifications (vegan, gluten-free)?"
1090,7,Food & Drink,Are there any restrictions on bringing your own snacks into the venue?
1091,7,Food & Drink,Can I get a refund if my snack purchase doesn't meet my expectations?
1092,7,Food & Drink,What types of payment methods are accepted at the snack bar?
1093,7,Food & Drink,Is there a designated area for snack donations?
1094,7,Food & Drink,"Do you have any options for meal times (breakfast, lunch)?"
1095,7,Food & Drink,Are there any restrictions on eating inside the venue?
1096,7,Food & Drink,Can I get a refund if my food purchase is not available in time?
1097,7,Food & Drink,What types of food service locations are available near the entrance of the stadium?
1098,7,Food & Drink,Is there a specific area for food sponsorship programs?
1099,7,Food & Drink,"Do you have any options for special dietary specifications (vegan, gluten-free)?"
1100,7,Food & Drink,Are there any restrictions on bringing your own snacks into the venue?
1101,7,Food & Drink,Can I get a refund if my snack purchase doesn't meet my expectations?
1102,7,Food & Drink,What types of payment methods are accepted at the snack bar?
1103,7,Food & Drink,Is there a designated area for snack donations?
1104,7,Food & Drink,"Do you have any options for meal times (breakfast, lunch)?"
1105,7,Food & Drink,"Are food service locations (food court, concession stands) open during the event?"
1106,7,Food & Drink,Can I pay with cash or card at the food service locations?
1107,7,Food & Drink,"What types of meal times are available (lunch, dinner)?"
1108,7,Food & Drink,Is there a specific area for food donations?
1109,7,Food & Drink,"Do you have any options for special dietary specifications (vegetarian, halal)?"
1110,7,Food & Drink,Are there any restrictions on bringing your own food into the venue?
1111,7,Food & Drink,Can I get a refund if my food purchase doesn't meet my expectations?
1112,7,Food & Drink,What types of payment methods are accepted at the concession stand?
1113,7,Food & Drink,Is there a designated area for food trucks to park?
1114,7,Food & Drink,"Do you have any options for meal times (breakfast, lunch)?"
1115,7,Food & Drink,Are there any restrictions on eating inside the venue?
1116,7,Food & Drink,Can I get a refund if my food purchase is not available in time?
1117,7,Food & Drink,What types of food service locations are available near the entrance of the stadium?
1118,7,Food & Drink,Is there a specific area for food sponsorship programs?
1119,7,Food & Drink,"Do you have any options for special dietary specifications (vegan, gluten-free)?"
1120,7,Food & Drink,Are there any restrictions on bringing your own snacks into the venue?
1121,7,Food & Drink,Can I get a refund if my snack purchase doesn't meet my expectations?
1122,7,Food & Drink,What types of payment methods are accepted at the snack bar?
1123,7,Food & Drink,Is there a designated area for snack donations?
1124,7,Food & Drink,"Do you have any options for meal times (breakfast, lunch)?"
